qid,source,bf,q,gt_docs,gt_chunks,gt_n,rank,hit1,hit3,t1,t1s,t2,t2s,t3,t3s,gt_prev,t1p
119,yesom,예금자보호제도,보호 금융상품 - 은행,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,2,0,1,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.0325,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#08,0.0317,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#08,0.0306,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,질문 어떤 금융상품이 보호되나요? 답변 ☞ 예금보험공사 홈페이지 > 제도·정책 > 예금자보호제도 > 보호대상 > 금융상품 보호
120,yesom,예금자보호제도,보호 금융상품 - 종합금융회사,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,4,0,0,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.032,kdic-www-sp-dpstrprot-selectProtSystProtSumr#00,0.032,kdic-www-sp-dpstrprot-ProtSystProtGudn-selectScrn#00,0.0302,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,질문 어떤 금융상품이 보호되나요? 답변 ☞ 예금보험공사 홈페이지 > 제도·정책 > 예금자보호제도 > 보호대상 > 금융상품 보호
121,yesom,예금자보호제도,보호 금융상품 - 투자매매업자 / 투자중개업자,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,2,0,1,kdic-www-sp-dpstrprot-selectProtSystProtSumr#00,0.0328,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,0.0312,kdic-www-sp-dpstrprot-selectProtSystProtSumr#02,0.0304,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,"보호대상 금융회사는 은행, 보험회사(생명보험·손해보험회사), 투자매매업자·투자중개업자*, 종합금융회사, 상호저축은행 입니다. "
122,yesom,예금보험금 안내,예금자 본인 신청서류 (보험금신청서류),kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,3,0,1,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#02,0.0318,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0308,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00,0.0304,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","예금보험금은 아래의 공사 공시이율과 약정이율 중 낮은 금리를 적용 ※ 은행·저축은행·종합금융업 : 2.27% , 투자매매·투자"
123,yesom,고객 미수령금 신청,상속인 본인 확인 증명 신분증,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,6,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01,0.0328,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00,0.032,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.031,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","친권자 혹은 후견인이 예금보험금 수령 열기 친권자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서"
124,yesom,착오송금 반환 신청,예금자 본인 신청서류 (착오송금반환 신청 서류),kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0313,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
125,yesom,착오송금 반환 신청,비법인단체 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0313,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0301,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0299,(GT청크없음),"주민등록 등ㆍ초본 및 신분증(주민등록증, 운전면허증) 소득증명서류(급여명세서, 근로소득원천징수영수증 등) 재산증명서류(부동산등"
126,yesom,예금자보호제도,비보호 금융상품 - 보험회사,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,1,1,1,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00,0.0325,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.0315,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#04,0.0306,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융
127,yesom,예금자보호제도,비보호 금융상품 - 상호저축은행 및 상호저축은행 중앙회,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,1,1,1,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#08,0.0318,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#02,0.0315,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00,0.0313,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,예금보호대상 금융상품으로 운용되는 확정기여형 퇴직연금제도 및 개인형 퇴직연금제도의 적립금 2 아래 도움말 참조 개인종합자산관리
128,yesom,예금자보호제도,비보호 금융상품 - 은행,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,2,0,1,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.0325,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00,0.0315,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#04,0.0303,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,질문 어떤 금융상품이 보호되나요? 답변 ☞ 예금보험공사 홈페이지 > 제도·정책 > 예금자보호제도 > 보호대상 > 금융상품 보호
129,yesom,예금자보호제도,비보호 금융상품 - 종합금융회사,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,3,0,1,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.0318,kdic-www-sp-dpstrprot-selectProtSystProtSumr#00,0.0317,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00,0.0315,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,질문 어떤 금융상품이 보호되나요? 답변 ☞ 예금보험공사 홈페이지 > 제도·정책 > 예금자보호제도 > 보호대상 > 금융상품 보호
130,yesom,예금자보호제도,비보호 금융상품 - 투자매매업자 / 투자중개업자,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,3,0,1,kdic-www-sp-dpstrprot-selectProtSystProtSumr#00,0.0328,kdic-www-sp-dpstrprot-selectProtSystProtSumr#02,0.032,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00,0.0313,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,"보호대상 금융회사는 은행, 보험회사(생명보험·손해보험회사), 투자매매업자·투자중개업자*, 종합금융회사, 상호저축은행 입니다. "
131,yesom,예금보험금 안내,사망 예금자 신청서류 (보험금신청서류),kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,6,0,0,kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn#01,0.0328,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#00,0.0312,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#02,0.0302,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","센터 민원실에서도 접수 가능(단,사망일이 속한 달의 말일로부터 6개월 이내에만 신청이 가능) 자세한 사항은 금융감독원 홈페이지"
132,yesom,착오송금 반환 신청,대리인 인터넷 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#00,0.032,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.032,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#01,0.0313,(GT청크없음),예금보험공사에서 관리하는 파산금융회사에 대한 부채증명원/금융거래정보 발급을 도와드리는 서비스 입니다. 신청대상 파산금융회사에 
133,yesom,착오송금 반환 신청,본인 인터넷 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0325,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#00,0.0315,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#01,0.0306,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
134,yesom,고객 미수령금 신청,친권자 확인 증명서,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01,0.0328,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0323,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0315,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","친권자 혹은 후견인이 예금보험금 수령 열기 친권자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서"
135,yesom,착오송금 반환 신청,이체확인증 관련자료,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn;kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,1,1,1,1,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0328,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00,0.0323,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#03,0.0306,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은 추후 지원 예정) 준비물 : 공동인,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
136,yesom,착오송금 반환 신청,방문 국외거주 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0325,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.031,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
137,yesom,착오송금 반환 신청,방문 군복무 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0325,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0315,(GT청크없음),"의서(양식에 구애받지 않고 동의한 사실이 나타나면 됨)를 받으면 예외적으로 방문없이 신청이 가능하며, 추후 동 각서나 동의서를"
138,yesom,착오송금 반환 신청,방문 미성년자 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0315,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0315,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0311,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
139,yesom,착오송금 반환 신청,법인 및 단체 대표 방문 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0313,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0302,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#04,0.0298,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
140,yesom,착오송금 반환 신청,법인 및 단체 직원 방문 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0306,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#04,0.0302,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
141,yesom,착오송금 반환 신청,비법인단체 대표 방문 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.031,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0302,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#04,0.03,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
142,yesom,착오송금 반환 신청,비법인단체 직원 방문 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0315,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0315,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#04,0.0302,(GT청크없음),신고방법 상담전화(이메일) : 02-758-0102~04 ( cpreport@kdic.or.kr ) (필요시 공사 직원이 신고
143,yesom,예금보험금 안내,예금자 본인의 자필위임장,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#03,0.0328,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00,0.0323,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01,0.0313,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 있는 증명 학생인 경우 학생증(단, 학원증 등은 불가) 단, 미"
144,yesom,착오송금 반환 신청,인터넷 국외거주 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0318,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0313,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
145,yesom,착오송금 반환 신청,인터넷 군복무 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0315,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.0315,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
146,yesom,착오송금 반환 신청,인터넷 미성년자 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.0315,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0311,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
147,yesom,착오송금 반환 신청,인터넷 법인 대표 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0318,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0318,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.0317,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
148,yesom,착오송금 반환 신청,인터넷 법인 직원 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0318,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.0317,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
149,yesom,착오송금 반환 신청,인터넷 비법인 대표 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0318,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0311,(GT청크없음),제도 소개 안내영상 영상내용입니다. 제도 소개 안내영상입니다. 잘못 보낸 돈 되찾기 서비스란 착오송금인이 실수로 잘못 보낸 돈
150,yesom,착오송금 반환 신청,인터넷 비법인 직원 착오송금 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0318,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0318,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.0317,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
